内部ID,平均油耗,平均点火正时,平均节气门开合角度,平均进气温度,平均空气流量,平均电瓶电压,平均冷却液水温,入库时间
352016818128522,13.27,18.5,.16,50,1,17.5,91,7/28/14
352016818128522,15.64,11,-.84,55,1,17.6,95,7/29/14
352016818128522,15.58,6.5,-.84,56,1,17.5,92,7/29/14
352016818128522,15.58,9,-.84,58,1,17.5,102,7/29/14
352016818128522,12.52,17.5,.72,51,1,17.4,91,7/28/14
352016818128522,10.59,16,.92,48,1,17.4,95,7/28/14
352016850081381,6.09,25,-.07,39,7.13,17.4,95,6/19/14
352016850081381,29.11,24.5,-.95,32,4.68,19,59,6/19/14
352016850081381,8.12,22.5,-.07,38,8.44,17.6,86,6/26/14
352016850081381,7.94,27,-1.07,38,4.91,17.9,82,6/26/14
352016850081381,6.81,24.5,.05,33,5.92,17.1,84,6/26/14
352016850081381,6.9,21,1.05,34,5.11,18.1,87,6/26/14
352016850081381,6.75,18.5,-.07,33,4.23,17.5,84,6/26/14
352016850081381,6.69,19.5,.61,32,5.37,17.6,85,6/26/14
352016850081381,6.64,24.5,-.51,32,5.3,17.7,84,6/26/14
352016850081381,6.56,18.5,-.39,31,4.56,17.4,84,6/26/14
352016850081381,7.89,25.5,.05,31,4.72,17.8,81,6/26/14
352016850081381,7.78,18.5,-.51,31,5.7,18,81,6/26/14
352016850081381,7.53,23,-.95,31,4.04,17.2,82,6/26/14
352016850081381,7.45,27,.49,32,4.13,17.9,82,6/26/14
352016850081381,6.98,18.5,.61,34,5.94,17.5,86,6/26/14
352016850081381,18.96,30,.49,31,5.26,18.7,71,6/26/14
352016850081381,14.13,13.5,-.07,48,1,17.4,93,7/5/14
352016850081381,7.71,3,-.95,44,1,18.3,90,7/5/14
352016850081381,13.54,-4,.61,46,1,17.4,93,7/5/14
352016850081381,13.54,-.5,-.39,46,1,17.4,92,7/5/14
352016850081381,10.1,15.5,.05,53,1,18.3,89,7/5/14
352016850081381,8.87,15.5,.05,42,1,18.3,91,7/5/14
352016850081381,8.72,12.5,-1.31,42,1,18.3,91,7/5/14
352016850081381,17.32,9.5,.61,53,1,17.7,86,7/5/14
352016850081381,8.6,24,.61,42,1,18.3,90,7/5/14
352016850081381,7.68,5.5,.61,42,1,18,91,7/5/14
352016850081381,9.83,1.5,-.15,50,1,18.3,89,7/5/14
352016850081381,9.52,1,-.03,47,1,18.3,90,7/5/14
352016850081381,9.27,12,-.95,45,1,18.4,90,7/5/14
352016850081381,9.06,6,.05,44,1,18.3,90,7/5/14
352016850081381,17.76,3,-.39,40,1,18.6,51,7/8/14
352016850081381,13.38,3.5,-.39,38,1,18.6,71,7/8/14
352016850081381,12.76,-3,.25,36,1,18.6,80,7/8/14
352016850081381,10.93,20.5,-.95,33,1,18.5,90,7/8/14
352016850081381,9.88,23.5,-.51,32,1,18.5,91,7/8/14
352016850081381,9.61,9.5,.29,32,1,18.6,91,7/8/14
352016850081381,9.04,5.5,.61,32,1,18.6,91,7/8/14
352016850081381,11.37,16,.05,34,1,18.6,92,7/8/14
352016850081381,10.55,11,.69,32,1,18.6,91,7/8/14
352016850081381,10.19,26.5,-.75,32,1,18.6,91,7/8/14
352016850081381,9.39,1.5,.61,32,1,18.5,89,7/8/14
352016850081381,9.19,13.5,-.95,32,1,18.6,88,7/8/14
352016850081381,9.25,13.5,-.95,41,1,17.4,94,7/8/14
352016850081381,9.21,-3,-.39,42,1,17.4,94,7/8/14
352016850081381,12.62,-.5,.61,36,1,17.4,91,7/12/14
352016850081381,10.6,23.5,.61,32,1,18.6,93,7/13/14
352016850081381,10.29,37,1.05,32,1,18.6,93,7/13/14
352016850081381,10,12,-.19,31,1,18.6,97,7/13/14
352016850081381,10,12,-.19,31,1,18.6,97,7/13/14
352016850081381,11.58,-2.5,1.17,45,1,18.1,106,7/15/14
352016850081381,11.2,4.5,.61,46,1,17.6,105,7/15/14
352016850081381,16.14,4.5,.61,28,1,18.3,52,7/15/14
352016850081381,13.82,2,-.39,27,1,17.6,69,7/15/14
352016850081381,13.15,4.5,-.39,27,1,17.4,78,7/15/14
352016850081381,14.28,4,.61,29,1,18.4,42,7/15/14
352016850081381,15.2,11,.61,27,1,17.7,61,7/15/14
352016850081381,12.67,-3.5,-.39,35,1,18.4,102,7/15/14
352016850081381,8.83,-3,1.17,32,1,17.7,106,7/19/14
352016850081381,8.76,-2,-.39,34,1,18.4,107,7/19/14
352016850081381,15.99,-3.5,-.39,50,1,18.3,95,7/18/14
352016850081381,21.06,-2.5,-.39,50,1,18.3,91,7/18/14
352016850081381,20.1,-4.5,.61,54,1,18.2,91,7/18/14
352016850081381,19.99,-5.5,-.39,56,1,17.9,90,7/18/14
352016850081381,12.04,10,.61,45,1,18.4,91,7/24/14
352016850081381,9.93,-2.5,.61,44,1,18.3,89,7/18/14
352016850081381,7.26,0,-.39,38,1,17.5,93,7/24/14
352016850081381,7.27,-.5,1.05,39,1,18.5,93,7/24/14
352016850081381,10.27,0,-1.15,53,1,17.6,93,7/24/14
352016850081381,10.18,0,-.39,49,1,17.5,93,7/24/14
352016850081381,10.05,1,-.39,46,1,17.5,95,7/24/14
352016850081381,19.67,-1.5,.37,56,1,18.3,69,7/24/14
352016850081381,7.27,-2,-.39,40,1,18.5,94,7/24/14
352016850081381,7.27,-3,-.39,42,1,18.6,94,7/24/14
352016850081381,7.27,-2,-.39,44,1,18.6,93,7/24/14
352016850081381,7.27,-2.5,-.39,46,1,18.5,89,7/24/14
352016850081381,8.29,-.5,-.39,55,1,18.2,93,7/24/14
352016850081381,26.07,-11.5,.69,29,1,18.4,32,7/26/14
352016850081381,19.77,18.5,-.51,30,1,18.1,46,7/26/14
352016850081381,12.03,6,1.17,38,1,17.7,104,7/26/14
352016850081381,7.26,-1.5,-.39,38,1,18.1,95,7/24/14
352016850081381,13.25,7.5,1.17,51,1,18.1,105,8/1/14
352016850081381,18.59,14.5,-.39,44,1,18.3,71,8/1/14
352016850081381,12.92,2.5,.61,37,1,18.6,97,8/1/14
352016850081381,11.95,8.5,-.95,35,1,18.6,99,8/1/14
352016850081381,11.25,1,.61,34,1,18.6,98,8/1/14
352016850081381,10.69,16,.49,33,1,18.6,95,8/1/14
352016850081381,8.32,-2.5,-.39,36,1,18.6,93,8/1/14
352016850081381,10.25,17,-.95,33,1,18.6,93,8/1/14
352016850081381,8.29,13.5,-.95,37,1,18.6,93,8/1/14
352016850081381,9.88,19,.41,32,1,18.6,92,8/1/14
352016850081381,8.24,6.5,-.39,38,1,18.6,93,8/1/14
352016850081381,9.58,23,.05,32,1,18.6,91,8/1/14
352016850081381,8.18,-3,-.39,38,1,18.6,92,8/1/14
352016850081381,8.93,3.5,-.39,32,1,18.6,90,8/1/14
352016818128522,12.63,27.5,.6,42,1,17.4,102,7/31/14
352016818128522,11.61,12.5,-.08,42,1,17.4,103,7/31/14
352016818128522,11.55,18.5,.8,41,1,17.4,104,7/31/14
352016818128522,11.51,26,.04,42,1,17.4,104,7/31/14
352016818128522,10.69,7,.16,45,1,17.4,97,7/31/14
352016818128522,19.04,12.5,1.16,52,1,17.4,95,7/31/14
352016818128522,18.37,21.5,-.4,51,1,17.4,95,7/31/14
352016818128522,12.46,17,.48,42,1,17.4,102,7/31/14
352016818128522,12.33,28.5,.6,42,1,17.4,103,7/31/14
352016818128522,10.72,23.5,-.4,43,1,17.4,103,7/31/14
352016818128522,10.74,21.5,.72,42,1,17.4,104,7/31/14
352016818128522,10.75,14,-.84,44,1,17.5,103,7/31/14
352016818128522,10.77,11,-.84,45,1,17.5,104,7/31/14
352016818128522,17.78,25,1.16,49,1,17.5,91,7/31/14
352016818128522,15.83,23.5,.6,56,1,17.5,95,7/30/14
352016818128522,17.45,13,.16,53,1,17.1,95,7/30/14
352016818128522,16.33,19.5,.16,55,1,17.1,96,7/30/14
352016818128522,10.24,.5,.72,55,1,17.7,89,7/31/14
352016818128522,10.23,10,.16,54,1,17.7,92,7/31/14
352016818128522,20.02,2.5,1.04,57,1,17.3,94,7/30/14
352016818128522,14.47,13.5,.48,55,1,17.2,97,7/30/14
352016818128522,14.39,27.5,-.52,55,1,17.1,95,7/30/14
352016818128522,13.98,16.5,-.84,56,1,17.2,95,7/30/14
352016818128522,24.28,11.5,.16,58,1,17.5,93,7/31/14
352016818128522,19.79,4,-.84,58,1,17.3,94,7/30/14
352016818128522,15.2,9,-.84,59,1,17.3,94,7/30/14
352016818128522,13.93,15.5,-.84,58,1,17.2,93,7/30/14
352016818128522,13.79,11.5,-.52,59,1,17.2,94,7/30/14
352016818128522,15.46,23,-.96,56,1,17.1,96,7/30/14
352016818128522,12.45,24.5,1.16,42,1,17.6,97,8/1/14
352016850081381,9.73,29.5,.05,40,1,18.5,93,6/1/14
352016850081381,10.28,4.5,.61,35,1,17.5,94,6/5/14
352016850081381,10.12,23,-.51,35,1,17.5,93,6/5/14
352016850081381,9.3,5,.61,35,1,17.5,93,6/5/14
352016850081381,9.31,7.5,-.95,35,1,17.4,95,6/5/14
352016850081381,9.32,2,-.39,33,1,18.3,40,6/8/14
352016850081381,12.9,6,.49,32,1,17.6,50,6/8/14
352016850081381,11.51,-5.5,.41,30,1,17.7,76,6/8/14
352016850081381,10,4,.05,39,1,18.3,43,6/5/14
352016850081381,10.97,13,-.39,38,1,18.4,54,6/5/14
352016850081381,11.05,3.5,.61,38,1,18,61,6/5/14
352016850081381,10.6,27.5,.61,37,1,17.6,71,6/5/14
352016850081381,7.2,4,-.51,34,1,18.4,95,6/5/14
352016850081381,7.19,-4.5,.61,35,1,18.2,92,6/5/14
352016850081381,8.53,11,.05,35,1,18.3,105,6/9/14
352016850081381,9.5,22,1.17,38,1,18.6,103,6/9/14
352016850081381,12.79,12.5,-.95,26,1,18.2,99,6/10/14
352016850081381,11.54,0,.61,25,1,18.6,98,6/10/14
352016850081381,11.2,21,-.07,25,1,18.6,99,6/10/14
352016850081381,10.63,7,.61,26,1,18.6,98,6/10/14
352016850081381,10.39,15.5,-.51,26,1,18.5,99,6/10/14
352016850081381,9.96,13.5,.61,25,1,18.6,98,6/10/14
352016850081381,11.44,15.5,.61,35,1,17.7,106,6/10/14
352016850081381,0,-7.5,.61,29,1,18.5,35,6/10/14
352016850081381,17.86,18,.61,27,1,17.7,59,6/10/14
352016850081381,13.91,14,-.75,26,1,17.4,84,6/10/14
352016850081381,12.35,30.5,.61,26,1,18.6,97,6/10/14
352016850081381,11.65,29.5,.05,30,5.66,18.8,54,6/13/14
352016850081381,7.66,16,-.51,27,8.81,17.7,81,6/13/14
352016850081381,16.65,30,.49,31,6.24,19.1,42,6/13/14
352016850081381,14.78,14,.61,26,1,18.5,56,6/9/14
352016850081381,11.82,9,-.39,26,1,18.4,68,6/9/14
352016850081381,6.03,24,-.51,36,5.26,17.9,81,6/19/14
352016850081381,5.96,19.5,.49,36,8.87,17.6,82,6/19/14
352016850081381,5.91,21,-.63,36,10.47,17.2,84,6/19/14
352016850081381,5.86,29,.61,36,8.13,17.5,84,6/19/14
352016850081381,17.37,19,-1.07,51,3.96,18.7,71,6/19/14
352016850081381,11.29,19.5,.05,48,4.91,18.1,80,6/19/14
352016850081381,9.01,21,-.07,44,7.11,17.2,81,6/19/14
352016850081381,8.56,7.5,1.05,44,2.81,18.8,82,6/19/14
352016850081381,7.76,23,1.05,42,7.62,17.9,83,6/19/14
352016850081381,7.3,15.5,.49,40,7.78,17.6,82,6/19/14
352016850081381,6.94,15.5,-.95,39,5.74,17.5,81,6/19/14
352016850081381,6.73,20.5,.05,40,6.78,17.8,83,6/19/14
352016850081381,6.61,22,-.63,37,17.76,18.5,84,6/19/14
352016818128522,16.24,6,.72,62,1,17.6,101,7/27/14
352016818128522,23.51,6.5,-.84,52,1,17.6,97,7/29/14
352016818128522,14.64,9,-.84,45,1,17.5,97,7/29/14
352016818128522,23.51,5.5,-.84,46,1,17.6,93,7/29/14
352016818128522,23.51,5.5,-.84,48,1,17.6,94,7/29/14
352016818128522,23.51,6.5,-.84,49,1,17.6,94,7/29/14
352016818128522,15.36,16.5,.96,43,1,17.4,101,7/29/14
352016818128522,15.15,28.5,1.16,43,1,17.4,103,7/29/14
352016818128522,14.97,28.5,.16,42,1,17.4,104,7/29/14
352016818128522,14.81,28.5,1.16,43,1,17.5,103,7/29/14
352016818128522,14.52,6,.72,44,1,17.5,99,7/29/14
352016818128522,14.38,23,-.52,42,1,17.5,102,7/29/14
352016818128522,21.59,8,1.04,53,1,17.6,93,7/29/14
352016818128522,20.53,24.5,-.84,49,1,17.6,92,7/29/14
352016818128522,19.62,22,.92,50,1,17.6,92,7/29/14
352016850081381,12.28,27,.49,47,4.94,19,87,6/26/14
352016850081381,12.66,12.5,-.07,45,1,18.7,99,7/4/14
352016850081381,9.47,1.5,-1.19,40,1,18.7,100,7/4/14
352016850081381,9.35,5.5,1.17,40,1,18.7,101,7/4/14
352016850081381,12.01,11,-.39,43,1,18.7,99,7/4/14
352016850081381,11.61,.5,.37,42,1,18.7,100,7/4/14
352016850081381,15.78,10,-1.03,28,1,17.6,55,7/4/14
352016850081381,14.17,22.5,-.07,28,1,17.5,66,7/4/14
352016850081381,9.7,12,1.05,30,1,17.4,80,7/4/14
352016850081381,13.12,5.5,-.39,41,1,18.6,98,7/4/14
352016850081381,11.84,4.5,.61,40,1,18,100,7/4/14
352016850081381,11.09,1.5,-.39,41,1,18.1,101,7/4/14
352016850081381,21.72,-2,-.95,58,1,18.2,75,7/5/14
352016850081381,15.29,14,-.07,50,1,17.5,94,7/5/14
352016850081381,7.63,12,.61,42,1,18.3,90,7/5/14
352016850081381,8.94,-1.5,-.23,43,1,18.1,95,7/8/14
352016850081381,9.01,5,-.43,42,1,17.4,94,7/8/14
352016850081381,8.95,-2.5,-.39,42,1,18.2,93,7/8/14
352016850081381,8.92,23.5,.05,44,1,17.5,93,7/8/14
352016850081381,9.28,.5,-.95,54,1,17.5,91,7/8/14
352016850081381,9.32,11.5,.49,55,1,18.3,90,7/8/14
352016850081381,9.26,12,.61,53,1,17.8,90,7/8/14
352016850081381,9.27,-3.5,-.39,53,1,17.5,90,7/8/14
352016850081381,9.27,-7,-.39,53,1,17.5,91,7/8/14
352016850081381,14.55,0,.61,39,1,18.6,62,7/8/14
352016850081381,8.97,3.5,-1.03,42,1,18.2,94,7/8/14
352016850081381,9.38,10,.05,47,1,17.5,93,7/8/14
352016850081381,9.25,13.5,.05,53,1,18.2,89,7/8/14
352016850081381,9.25,-3,-.95,53,1,18.4,90,7/8/14
352016850081381,8.34,24.5,.61,29,1,18.6,99,7/12/14
352016850081381,12.23,1,.45,36,1,17.4,98,7/12/14
352016850081381,12.41,9,-.39,33,1,18.6,61,7/13/14
352016850081381,11.77,14.5,.61,32,1,18.6,69,7/13/14
352016850081381,11.41,13,.05,32,1,18.5,77,7/13/14
352016850081381,11.17,8,-.39,32,1,18.6,85,7/13/14
352016850081381,0,1.5,.61,34,1,18.4,39,7/13/14
352016850081381,9.71,3.5,.09,31,1,18.6,97,7/13/14
352016850081381,9.26,29.5,.93,31,1,18.6,99,7/13/14
352016850081381,8.91,6,.61,31,1,18.6,99,7/13/14
352016850081381,8.76,11,-.47,31,1,18.6,98,7/13/14
352016850081381,8.66,3,.61,31,1,18.6,99,7/13/14
352016850081381,9.48,28.5,-1.19,31,1,18.6,99,7/13/14
352016850081381,9.08,30,-1.31,31,1,18.6,99,7/13/14
352016850081381,7.84,13.5,-.95,38,1,18.3,91,7/17/14
352016850081381,7,17,.61,45,1,18.2,93,7/17/14
352016850081381,9.95,10,.61,41,1,17.9,93,7/18/14
352016850081381,10.25,-1,.61,42,1,17.5,94,7/18/14
352016850081381,9.92,10.5,.61,42,1,18.4,90,7/18/14
352016850081381,11.6,5,-1.07,50,1,18.4,74,7/18/14
352016850081381,11.04,0,-.39,46,1,17.5,84,7/18/14
352016850081381,10.59,14,-.39,43,1,17.4,91,7/18/14
352016850081381,10.07,13.5,1.05,41,1,17.4,93,7/18/14
352016850081381,10.06,6,-.95,38,1,18.6,94,7/18/14
352016850081381,21.3,-6.5,-.39,48,1,18.1,90,7/18/14
352016850081381,21.09,4,.61,48,1,18,91,7/18/14
352016850081381,21.15,3.5,.61,54,1,18.3,77,7/18/14
352016850081381,7.24,8,-.95,38,1,17.5,93,7/24/14
352016850081381,10.93,13.5,.61,48,1,18.4,89,7/24/14
352016850081381,13.04,19,.61,29,1,18.6,99,7/24/14
352016850081381,12.63,28,.61,29,1,18.6,99,7/24/14
352016850081381,11.85,13,.61,46,1,18.4,92,7/24/14
352016850081381,11.76,19.5,-1.31,47,1,18.3,92,7/24/14
352016850081381,15.72,4,.25,51,1,17.5,80,7/24/14
352016850081381,13.81,11.5,.61,48,1,17.5,91,7/24/14
352016850081381,12.92,1,.61,47,1,18.2,94,7/24/14
352016850081381,12.62,3,.61,47,1,18.4,91,7/24/14
352016850081381,11.55,2,.97,47,1,18.4,92,7/24/14
352016850081381,11.43,8,-.95,45,1,18.3,92,7/24/14
352016850081381,7.24,0,.61,35,1,17.5,94,7/24/14
352016850081381,7.24,-3.5,-.39,35,1,17.4,92,7/24/14
352016850081381,7.23,-3.5,-.39,37,1,17.5,95,7/24/14
352016850081381,7.23,14.5,.05,38,1,17.5,92,7/24/14
352016850081381,17.25,8,-1.07,43,1,18.4,57,7/24/14
352016850081381,9.22,-3.5,1.17,33,1,18.5,107,8/1/14
352016850081381,9.21,-4,1.05,35,1,18.4,104,8/1/14
352016850081381,11.21,7.5,.05,40,1,18.4,99,8/1/14
352016850081381,9.33,23,.49,38,1,18.4,101,8/1/14
352016850081381,9.28,19.5,-.95,38,1,18.2,100,8/1/14
352016850081381,9.27,24,-.07,37,1,18.5,99,8/1/14
352016850081381,12.81,-2,-.39,51,1,18.5,104,8/1/14
352016850081381,12.24,1,1.17,49,1,18.1,98,8/1/14
352016850081381,11.4,27,-.95,41,1,18.5,99,8/1/14
352016850081381,9.54,0,.61,41,1,18.5,98,8/1/14
352016850081381,9.44,25,.05,40,1,18.4,100,8/1/14
352016850081381,0,-4,1.17,38,1,18.5,104,8/1/14
352016850081381,12.53,8,-.39,38,1,18.4,96,8/1/14
352016850081381,9.21,-4.5,1.17,37,1,17.9,106,8/1/14
352016850081381,21.9,-4.5,1.17,39,1,17.9,107,8/1/14
352016850081381,8.2,7.5,-.35,38,1,18.6,94,8/1/14
352016850081381,12.08,12,.61,33,1,18.6,85,8/3/14
352016850081381,21.42,16,.61,30,1,18.3,47,8/5/14
352016850081381,20.39,-.5,.61,30,1,17.7,57,8/5/14
352016850081381,18.09,12,.05,30,1,17.5,63,8/5/14
352016850081381,5.4,13,1.17,35,1,17.6,99,8/5/14
352016850081381,10.95,26.5,.61,32,1,18,79,8/5/14
352016850081381,6.28,-.5,.61,35,1,17.4,99,8/5/14
352016850081381,6.3,-4.5,-.39,37,1,17.4,93,8/5/14
352016850081381,6.28,-3.5,-.39,35,1,17.5,97,8/5/14
352016850081381,13.22,17.5,1.05,34,1,18.5,71,8/5/14
352016850081381,6.03,4.5,-.95,35,1,17.5,100,8/5/14
352016818128522,21.49,12,-.84,52,1,17.3,92,7/31/14
352016818128522,19.95,15.5,-.84,52,1,17.4,93,7/31/14
352016818128522,13.04,29.5,-.96,41,1,17.4,102,7/31/14
352016818128522,12.82,27.5,.6,41,1,17.4,102,7/31/14
352016818128522,14.89,12,-.84,60,1,17.2,97,7/30/14
352016818128522,15.65,5,.16,58,1,17.5,95,7/30/14
352016818128522,23.34,14.5,-.52,56,1,17.4,93,7/30/14
352016818128522,15.2,7,-.84,58,1,17.4,93,7/30/14
352016818128522,14.04,26.5,-.52,55,1,17.2,99,7/30/14
352016818128522,13.83,6,.16,59,1,17.1,95,7/30/14
352016818128522,13.7,22,.16,55,1,17.2,94,7/30/14
352016818128522,14.22,10,1.04,51,1,17.6,97,7/30/14
352016818128522,15.62,7,.68,57,1,17.2,96,7/30/14
352016818128522,14.97,18,1.16,57,1,17.2,94,7/30/14
352016818128522,13.61,24.5,.04,54,1,17.2,95,7/30/14
352016818128522,13.08,22,-.96,52,1,17.7,98,7/31/14
352016818128522,11.1,12,.92,52,1,17.7,93,7/31/14
352016818128522,15.79,26,1.16,57,1,17.1,95,7/30/14
352016850081381,8.02,2.5,1.17,29,1,18.4,104,6/3/14
352016850081381,9.54,1.5,.61,44,1,18.6,93,6/1/14
352016850081381,13.94,11,.61,50,1,18.4,73,6/1/14
352016850081381,13.86,25.5,.05,43,1,18.5,84,6/1/14
352016850081381,9.6,15.5,.61,42,1,18.6,94,6/1/14
352016850081381,14.65,22,.05,50,1,18.5,91,6/1/14
352016850081381,13.82,11,.49,50,1,18.6,91,6/1/14
352016850081381,11.16,12,-.95,39,1,18.6,90,6/1/14
352016850081381,10.99,5,-.39,38,1,18.5,91,6/1/14
352016850081381,12.72,25.5,.05,36,1,17.5,93,6/6/14
352016850081381,8.56,10.5,.37,35,1,17.4,93,6/5/14
352016850081381,9.47,4,1.17,38,1,18.6,104,6/9/14
352016850081381,9.41,11.5,-.95,38,1,18.6,106,6/9/14
352016850081381,14.18,5,-.39,28,1,17.5,68,6/11/14
352016850081381,9.36,4.5,1.17,37,1,18.6,103,6/9/14
352016850081381,15.73,8.5,-.55,29,1,18.3,47,6/11/14
352016850081381,11.93,18.5,-.07,25,1,18.6,98,6/10/14
352016850081381,0,1.5,.61,35,1,18.3,41,7/12/14
352016850081381,12.13,22.5,-.39,33,1,18.6,63,7/12/14
352016850081381,11.46,8.5,.49,32,1,18.6,73,7/12/14
352016850081381,13.92,12.5,.61,35,1,18.6,52,7/12/14
352016850081381,13.87,.5,.61,37,1,18,65,7/12/14
352016850081381,8.21,20,.49,36,1,18.5,92,7/17/14
352016850081381,9.12,23.5,.49,39,1,18.2,92,7/17/14
352016850081381,6.94,2.5,1.17,41,1,18.2,94,7/17/14
352016850081381,7.24,6.5,.61,50,1,18.2,93,7/17/14
352016850081381,10.14,0,.61,54,1,18.2,91,7/17/14
352016850081381,10.09,1.5,-.95,53,1,18.2,90,7/17/14
352016850081381,11.31,3.5,-.39,46,1,17.4,94,7/17/14
352016850081381,8.93,31.5,-1.07,38,1,17.4,93,7/17/14
352016850081381,10.7,11,.61,42,1,17.4,94,7/17/14
352016850081381,10.35,12.5,-.95,41,1,17.7,95,7/17/14
352016850081381,10.1,7.5,.61,41,1,18.2,93,7/17/14
352016850081381,9.86,10.5,.61,39,1,18.2,95,7/17/14
352016850081381,12.29,-1,.61,42,1,18.2,46,7/17/14
352016850081381,8.83,-3,1.17,30,1,17.6,105,7/19/14
352016850081381,10.94,-1,.61,38,1,18.5,103,7/24/14
352016850081381,7.27,-1.5,-.39,49,1,18.6,86,7/24/14
352016850081381,12.46,18.5,.05,38,1,18.6,72,7/24/14
352016850081381,13.4,14,-.95,29,1,18.6,96,7/24/14
352016850081381,15.34,3.5,.61,40,1,18.5,66,7/24/14
352016850081381,12.25,-.5,.61,29,1,18.6,99,7/24/14
352016850081381,11.24,26.5,-.03,36,1,17.5,96,7/24/14
352016850081381,13.12,10,.61,38,1,17.7,75,7/24/14
352016850081381,11.88,-1,-.39,37,1,17.5,89,7/24/14
352016850081381,10.75,20,.93,35,1,17.5,99,7/24/14
352016850081381,7.51,21.5,-.07,34,1,17.5,92,7/24/14
352016850081381,10.9,16.5,.05,25,1,18.5,98,6/10/14
352016850081381,10.16,31,-.07,26,1,18.2,98,6/10/14
352016850081381,9.77,21.5,-.31,26,1,18.5,98,6/10/14
352016850081381,15.81,17.5,-.39,26,1,17.5,68,6/10/14
352016850081381,15,18.5,-.95,27,1,17.4,76,6/10/14
352016850081381,13.27,5.5,-.39,26,1,17.4,93,6/10/14
352016850081381,10.75,23,.61,30,5.84,18.3,76,6/21/14
352016850081381,10,16.5,-.95,30,5.13,18.2,81,6/21/14
352016850081381,5.38,6.5,.61,44,5.76,17.6,91,6/16/14
352016850081381,5.35,24.5,.05,42,8.05,17.8,92,6/16/14
352016850081381,5.32,20.5,-.51,40,7.15,17.8,88,6/16/14
352016850081381,5.28,23,.49,38,10.17,17.1,82,6/16/14
352016850081381,5.25,26.5,1.05,37,9.11,17.6,84,6/16/14
352016850081381,13.19,22,-.51,34,6.9,17.4,79,6/16/14
352016850081381,11.87,17.5,1.05,34,7.47,17.3,81,6/16/14
352016850081381,10.48,21.5,-.75,36,9.03,17.2,82,6/16/14
352016850081381,11.22,6,.61,36,5.76,18.3,82,6/16/14
352016850081381,9.94,1,-.63,36,12.15,17.2,82,6/16/14
352016850081381,6.36,18.5,-.51,36,16.54,19,82,6/19/14
352016850081381,6.27,24.5,.49,36,16.78,19,82,6/19/14
352016850081381,6.18,18.5,-.51,36,12.06,19,82,6/19/14
352016850081381,6.1,14,.49,35,14.27,18.7,82,6/19/14
352016850081381,6.21,23.5,.05,46,4.54,18.9,82,6/19/14
352016850081381,11.05,19.5,-.19,35,7.73,17.6,81,6/26/14
352016850081381,10.45,9.5,-.07,36,8.22,17.9,82,6/26/14
352016850081381,9.72,19,.61,37,7.41,17.7,82,6/26/14
352016850081381,13.91,24.5,.05,52,3.94,18.9,79,6/26/14
352016850081381,11.47,17.5,.61,52,3.13,19,83,6/26/14
352016850081381,9.92,22.5,-.51,48,5.65,17.8,91,6/26/14
352016850081381,9.52,18.5,-.51,46,4.01,18.2,91,6/26/14
352016850081381,30.98,31,.05,31,5.14,18.9,69,6/25/14
352016850081381,12.09,24,.61,32,5.23,18.9,79,6/25/14
352016850081381,10.23,13,.61,32,5.17,17.7,81,6/25/14
352016850081381,9.01,16,.61,32,4.98,17.9,82,6/25/14
352016850081381,8.47,6,-.39,43,7.02,17.9,92,6/26/14
352016850081381,7.1,3,.05,33,3.31,18.7,83,6/26/14
352016850081381,9.04,21.5,.05,41,4.74,17.8,87,6/26/14
352016818128522,28.44,9,-.84,49,1,17.5,108,7/31/14
352016818128522,18.53,22.5,.04,46,1,17.5,105,7/31/14
352016818128522,22.21,12.5,.16,50,1,17.6,105,7/31/14
352016818128522,18.27,14.5,1.16,47,1,17.6,105,7/31/14
352016818128522,30.84,9,-.4,32,1,17.2,53,8/2/14
352016818128522,26.62,22,-.84,31,1,17.5,63,8/2/14
352016818128522,21.76,1.5,.16,33,1,17.6,75,8/2/14
352016818128522,20.17,16,.04,35,1,17.6,82,8/2/14
352016818128522,19.79,8.5,-.84,36,1,17.6,86,8/2/14
352016818128522,18.65,6,-.84,38,1,17.7,89,8/2/14
352016818128522,22.84,19,.72,32,1,17.6,68,8/2/14
352016818128522,14.52,25,1.16,40,1,17.6,96,8/2/14
352016818128522,14.3,23.5,1.16,40,1,17.6,98,8/2/14
352016818128522,21.07,3.5,-.84,34,1,17.6,79,8/2/14
352016818128522,14.95,3.5,-.84,58,1,17.7,101,8/2/14
352016818128522,29.41,18,-.4,49,1,17.2,88,8/2/14
352016818128522,15.38,18,-.84,51,1,17.7,103,8/2/14
352016818128522,14.62,6,.16,55,1,17.5,96,8/3/14
352016818128522,14.53,4.5,.16,56,1,17.6,96,8/3/14
352016818128522,14.44,8,-.84,57,1,17.6,95,8/3/14
352016818128522,13.61,8.5,.16,57,1,17.4,96,8/3/14
352016818128522,13.6,9.5,.6,58,1,17.5,96,8/3/14
352016818128522,22.35,25.5,.16,42,1,17.8,85,8/2/14
352016818128522,17.59,8,-1.2,48,1,17.7,100,8/2/14
352016818128522,21.91,10.5,-.08,43,1,17.6,90,8/2/14
352016818128522,16.84,21,-.88,46,1,17.7,103,8/2/14
352016818128522,14.93,4.5,-.84,58,1,17.7,100,8/2/14
352016818128522,17.2,26.5,1.16,46,1,17.7,102,8/2/14
352016818128522,14.91,4,-.84,59,1,17.6,102,8/2/14
352016818128522,14.89,2.5,.16,60,1,17.6,101,8/2/14
