内部ID,当前引擎转速,当前引擎温度,前一次时间段至此引擎平均转速,引擎负荷,入库时间
352016850081381,1174,101,451,60,7/4/14
352016850081381,1080,101,451,34,7/4/14
352016850081381,910,102,451,48,7/4/14
352016850081381,792,102,451,37,7/4/14
352016850081381,768,102,451,39,7/4/14
352016850081381,791,102,451,43,7/4/14
352016850081381,867,104,451,42,7/4/14
352016850081381,759,104,451,42,7/4/14
352016850081381,857,104,451,42,7/4/14
352016850081381,799,104,451,51,7/4/14
352016850081381,723,105,451,41,7/4/14
352016850081381,640,105,357,28,7/4/14
352016850081381,785,106,171,44,7/4/14
352016850081381,1769,89,740,29,7/5/14
352016850081381,2002,88,740,98,7/5/14
352016850081381,2033,88,740,98,7/5/14
352016850081381,1989,89,740,37,7/5/14
352016850081381,1968,89,740,29,7/5/14
352016850081381,1839,89,740,96,7/5/14
352016850081381,1858,89,740,42,7/5/14
352016850081381,1839,89,740,98,7/5/14
352016850081381,1991,89,740,29,7/5/14
352016850081381,1912,89,740,46,7/5/14
352016850081381,1818,89,740,44,7/5/14
352016850081381,1669,89,740,30,7/5/14
352016850081381,1568,89,740,98,7/5/14
352016850081381,1652,89,740,98,7/5/14
352016850081381,1683,89,740,98,7/5/14
352016850081381,1590,89,740,30,7/5/14
352016850081381,1542,89,740,43,7/5/14
352016850081381,1654,89,740,46,7/5/14
352016850081381,2018,89,740,42,7/5/14
352016850081381,2008,88,740,29,7/5/14
352016850081381,1912,88,740,89,7/5/14
352016850081381,1974,88,740,44,7/5/14
352016850081381,1967,88,740,71,7/5/14
352016850081381,1996,87,740,29,7/5/14
352016850081381,1528,95,607,31,7/13/14
352016850081381,1528,95,607,31,7/13/14
352016850081381,1794,95,607,29,7/13/14
352016850081381,1347,95,607,98,7/13/14
352016850081381,1690,93,607,29,7/13/14
352016850081381,1454,92,607,33,7/13/14
352016850081381,1565,92,607,55,7/13/14
352016850081381,1803,91,607,29,7/13/14
352016850081381,1191,89,607,98,7/13/14
352016850081381,1413,89,607,33,7/13/14
352016850081381,798,89,607,41,7/13/14
352016850081381,797,89,607,38,7/13/14
352016850081381,822,89,607,35,7/13/14
352016850081381,804,89,607,41,7/13/14
352016850081381,765,89,607,39,7/13/14
352016850081381,823,91,607,35,7/13/14
352016850081381,915,33,178,37,7/13/14
352016850081381,934,34,178,36,7/13/14
352016850081381,931,35,178,33,7/13/14
352016850081381,911,35,178,34,7/13/14
352016850081381,903,36,178,35,7/13/14
352016850081381,901,36,178,37,7/13/14
352016850081381,894,38,178,37,7/13/14
352016850081381,910,38,178,36,7/13/14
352016850081381,892,38,178,37,7/13/14
352016850081381,891,40,178,36,7/13/14
352016850081381,964,41,178,37,7/13/14
352016850081381,964,41,178,40,7/13/14
352016850081381,999,42,178,38,7/13/14
352016850081381,1016,43,178,61,7/13/14
352016850081381,974,44,178,41,7/13/14
352016850081381,933,45,178,35,7/13/14
352016850081381,943,46,178,52,7/13/14
352016850081381,1042,47,178,35,7/13/14
352016850081381,974,47,178,81,7/13/14
352016850081381,1283,47,178,29,7/13/14
352016850081381,1631,48,178,32,7/13/14
352016850081381,1651,50,178,24,7/13/14
352016850081381,1878,50,178,24,7/13/14
352016850081381,1720,52,178,40,7/13/14
352016850081381,1679,53,178,43,7/13/14
352016850081381,1546,54,178,26,7/13/14
352016850081381,897,55,178,37,7/13/14
352016850081381,1161,56,178,54,7/13/14
352016850081381,1977,56,178,98,7/13/14
352016850081381,1707,57,178,28,7/13/14
352016850081381,1573,58,178,26,7/13/14
352016850081381,871,59,178,98,7/13/14
352016850081381,1382,59,178,67,7/13/14
352016850081381,1448,60,178,32,7/13/14
352016850081381,1150,61,178,98,7/13/14
352016850081381,1772,62,178,30,7/13/14
352016850081381,1821,62,178,25,7/13/14
352016850081381,1288,63,178,34,7/13/14
352016850081381,825,63,178,37,7/13/14
352016850081381,811,64,178,38,7/13/14
352016850081381,823,65,178,38,7/13/14
352016850081381,810,65,178,38,7/13/14
352016850081381,814,65,178,38,7/13/14
352016850081381,1351,65,178,58,7/13/14
352016850081381,1450,66,178,41,7/13/14
352016850081381,1510,67,178,29,7/13/14
352016850081381,1381,68,178,29,7/13/14
352016850081381,1496,68,178,67,7/13/14
352016850081381,2104,69,178,43,7/13/14
352016850081381,2309,69,178,25,7/13/14
352016850081381,2177,70,178,40,7/13/14
352016850081381,1669,71,178,28,7/13/14
352016850081381,785,96,139,35,7/15/14
352016850081381,786,98,139,35,7/15/14
352016850081381,1431,98,139,39,7/15/14
352016850081381,1524,98,139,99,7/15/14
352016850081381,1970,98,139,51,7/15/14
352016850081381,1575,98,139,33,7/15/14
352016850081381,1012,98,139,98,7/15/14
352016850081381,1803,98,139,98,7/15/14
352016850081381,2274,98,139,29,7/15/14
352016850081381,1234,98,139,38,7/15/14
352016850081381,1213,98,139,47,7/15/14
352016850081381,810,98,139,39,7/15/14
352016850081381,1108,98,139,64,7/15/14
352016850081381,1887,100,139,53,7/15/14
352016850081381,1773,100,139,31,7/15/14
352016850081381,1688,100,139,94,7/15/14
352016850081381,1778,100,139,37,7/15/14
352016850081381,1588,101,139,32,7/15/14
352016850081381,1019,101,139,36,7/15/14
352016850081381,1211,101,139,35,7/15/14
352016850081381,849,101,139,36,7/15/14
352016850081381,802,101,139,64,7/15/14
352016850081381,915,101,139,55,7/15/14
352016850081381,825,102,139,66,7/15/14
352016850081381,842,102,139,46,7/15/14
352016850081381,838,102,139,37,7/15/14
352016850081381,775,104,139,62,7/15/14
352016850081381,806,104,139,82,7/15/14
352016850081381,1506,104,139,40,7/15/14
352016850081381,1379,105,139,33,7/15/14
352016850081381,1860,105,139,42,7/15/14
352016850081381,1853,105,139,56,7/15/14
352016850081381,1989,106,139,29,7/15/14
352016850081381,2275,106,139,26,7/15/14
352016850081381,1397,106,139,33,7/15/14
352016850081381,831,106,139,49,7/15/14
352016850081381,850,106,139,78,7/15/14
352016850081381,1979,88,740,51,7/5/14
352016850081381,2067,88,740,44,7/5/14
352016850081381,2194,88,740,42,7/5/14
352016850081381,2126,88,740,28,7/5/14
352016850081381,1971,88,740,73,7/5/14
352016850081381,2208,88,740,98,7/5/14
352016850081381,2063,88,740,98,7/5/14
352016850081381,-1,88,740,98,7/5/14
352016850081381,1926,89,740,33,7/5/14
352016850081381,1890,89,740,44,7/5/14
352016850081381,1857,89,740,41,7/5/14
352016850081381,1967,89,740,38,7/5/14
352016850081381,2083,89,740,35,7/5/14
352016850081381,1981,89,740,80,7/5/14
352016850081381,1894,89,740,91,7/5/14
352016850081381,1974,89,740,35,7/5/14
352016850081381,1959,89,740,93,7/5/14
352016850081381,1898,89,740,40,7/5/14
352016850081381,1682,89,740,48,7/5/14
352016850081381,1668,89,740,98,7/5/14
352016850081381,1861,89,740,65,7/5/14
352016850081381,1911,89,740,59,7/5/14
352016850081381,1819,89,740,42,7/5/14
352016850081381,1750,89,740,98,7/5/14
352016850081381,1991,89,740,58,7/5/14
352016850081381,2076,89,740,73,7/5/14
352016850081381,1958,89,740,44,7/5/14
352016850081381,1830,89,740,98,7/5/14
352016850081381,2038,89,740,86,7/5/14
352016850081381,2088,89,740,42,7/5/14
352016850081381,1904,89,740,81,7/5/14
352016850081381,1653,89,740,31,7/5/14
352016850081381,1346,89,740,97,7/5/14
352016850081381,1594,89,740,44,7/5/14
352016850081381,1158,89,740,43,7/5/14
352016850081381,1479,89,740,82,7/5/14
352016850081381,1738,89,740,35,7/5/14
352016850081381,1469,89,740,33,7/5/14
352016850081381,1064,89,740,52,7/5/14
352016850081381,1580,89,740,55,7/5/14
352016850081381,1529,89,740,39,7/5/14
352016850081381,1441,89,740,51,7/5/14
352016850081381,1361,89,740,41,7/5/14
352016850081381,2176,89,740,38,7/5/14
352016850081381,1973,89,740,98,7/5/14
352016850081381,2220,89,740,50,7/5/14
352016850081381,2146,89,740,41,7/5/14
352016850081381,2091,89,740,65,7/5/14
352016850081381,2080,89,740,53,7/5/14
352016850081381,2207,89,740,28,7/5/14
352016850081381,2216,89,740,38,7/5/14
352016850081381,2055,89,740,42,7/5/14
352016850081381,2041,88,740,70,7/5/14
352016850081381,2162,88,740,54,7/5/14
352016850081381,783,93,167,37,7/8/14
352016850081381,777,92,167,37,7/8/14
352016850081381,795,92,167,75,7/8/14
352016850081381,1364,91,167,31,7/8/14
352016850081381,1743,91,167,75,7/8/14
352016850081381,1841,89,167,73,7/8/14
352016850081381,2045,89,167,49,7/8/14
352016850081381,1885,89,167,29,7/8/14
352016850081381,982,89,167,35,7/8/14
352016850081381,813,89,167,45,7/8/14
352016850081381,1062,89,167,37,7/8/14
352016850081381,794,89,167,36,7/8/14
352016850081381,794,89,167,36,7/8/14
352016850081381,788,91,167,35,7/8/14
352016850081381,784,91,167,36,7/8/14
352016850081381,780,92,167,37,7/8/14
352016850081381,779,92,167,37,7/8/14
352016850081381,784,92,167,37,7/8/14
352016850081381,784,92,167,37,7/8/14
352016850081381,780,92,167,37,7/8/14
352016850081381,782,93,167,36,7/8/14
352016850081381,786,93,167,37,7/8/14
352016850081381,789,95,167,37,7/8/14
352016850081381,786,95,167,37,7/8/14
352016850081381,775,95,167,37,7/8/14
352016850081381,780,95,167,37,7/8/14
352016850081381,786,93,167,37,7/8/14
352016850081381,783,93,167,37,7/8/14
352016850081381,778,92,167,37,7/8/14
352016850081381,783,92,167,37,7/8/14
352016850081381,774,91,167,36,7/8/14
352016850081381,790,89,167,36,7/8/14
352016850081381,783,89,167,36,7/8/14
352016850081381,788,89,167,37,7/8/14
352016850081381,791,89,167,36,7/8/14
352016850081381,787,89,167,36,7/8/14
352016850081381,781,91,167,36,7/8/14
352016850081381,799,91,167,38,7/8/14
352016850081381,785,87,167,37,7/8/14
352016850081381,783,83,167,37,7/8/14
352016850081381,791,83,167,37,7/8/14
352016850081381,780,83,167,37,7/8/14
352016850081381,786,83,167,37,7/8/14
352016850081381,786,83,167,37,7/8/14
352016850081381,786,83,167,36,7/8/14
352016850081381,786,83,167,36,7/8/14
352016850081381,778,83,167,37,7/8/14
352016850081381,788,83,167,37,7/8/14
352016850081381,785,83,167,36,7/8/14
352016850081381,778,83,167,36,7/8/14
352016850081381,788,83,167,36,7/8/14
352016850081381,781,83,167,37,7/8/14
352016850081381,1719,106,139,95,7/15/14
352016850081381,1101,106,139,39,7/15/14
352016850081381,755,106,139,53,7/15/14
352016850081381,937,107,139,98,7/15/14
352016850081381,1472,107,139,42,7/15/14
352016850081381,1646,106,139,68,7/15/14
352016850081381,1860,106,139,47,7/15/14
352016850081381,1512,105,139,31,7/15/14
352016850081381,1318,104,139,33,7/15/14
352016850081381,1074,102,139,53,7/15/14
352016850081381,1173,101,139,33,7/15/14
352016850081381,1720,100,139,39,7/15/14
352016850081381,2164,100,139,34,7/15/14
352016850081381,1865,100,139,32,7/15/14
352016850081381,1511,100,139,98,7/15/14
352016850081381,1918,101,139,42,7/15/14
352016850081381,1949,101,139,98,7/15/14
352016850081381,1939,101,139,29,7/15/14
352016850081381,1149,101,139,36,7/15/14
352016850081381,829,101,139,39,7/15/14
352016850081381,1168,101,139,32,7/15/14
352016850081381,806,102,139,46,7/15/14
352016850081381,1163,102,139,87,7/15/14
352016850081381,1295,102,139,40,7/15/14
352016850081381,892,104,139,40,7/15/14
352016850081381,1438,104,139,98,7/15/14
352016850081381,2213,104,139,76,7/15/14
352016850081381,1625,104,139,37,7/15/14
352016850081381,2126,105,139,63,7/15/14
352016850081381,1876,104,139,53,7/15/14
352016850081381,1958,104,139,30,7/15/14
352016850081381,1144,104,139,98,7/15/14
352016850081381,1768,104,139,30,7/15/14
352016850081381,1238,104,139,33,7/15/14
352016850081381,1293,104,139,30,7/15/14
352016850081381,846,104,139,35,7/15/14
352016850081381,781,104,139,35,7/15/14
352016850081381,752,104,139,65,7/15/14
352016850081381,1016,105,139,95,7/15/14
352016850081381,1820,105,139,44,7/15/14
352016850081381,1844,89,681,31,7/17/14
352016850081381,1818,89,681,34,7/17/14
352016850081381,1827,89,681,67,7/17/14
352016850081381,1946,89,681,44,7/17/14
352016850081381,1986,89,681,30,7/17/14
352016850081381,1848,91,681,28,7/17/14
352016850081381,1801,91,681,30,7/17/14
352016850081381,1848,91,681,34,7/17/14
352016850081381,1752,91,681,86,7/17/14
352016850081381,1843,91,681,78,7/17/14
352016850081381,1883,91,681,37,7/17/14
352016850081381,1876,91,681,47,7/17/14
352016850081381,1903,91,681,31,7/17/14
352016850081381,1832,91,681,29,7/17/14
352016850081381,1707,91,681,64,7/17/14
352016850081381,-1,91,681,64,7/17/14
352016850081381,1847,91,681,62,7/17/14
352016850081381,1738,92,681,53,7/17/14
352016850081381,1737,92,681,42,7/17/14
352016850081381,1830,92,681,48,7/17/14
352016850081381,1746,92,681,30,7/17/14
352016850081381,1749,92,681,47,7/17/14
352016850081381,1730,92,681,50,7/17/14
352016850081381,1718,92,681,30,7/17/14
352016850081381,1559,92,681,33,7/17/14
352016850081381,1607,92,681,51,7/17/14
352016850081381,1617,92,681,51,7/17/14
352016850081381,1360,92,681,33,7/17/14
352016850081381,1177,92,681,98,7/17/14
352016850081381,1724,92,681,44,7/17/14
352016850081381,1201,92,681,33,7/17/14
352016850081381,829,92,681,64,7/17/14
352016850081381,900,92,681,36,7/17/14
352016850081381,789,93,681,33,7/17/14
352016850081381,787,93,681,33,7/17/14
352016850081381,790,95,681,35,7/17/14
352016850081381,784,95,681,35,7/17/14
352016850081381,782,95,681,35,7/17/14
352016850081381,776,95,681,35,7/17/14
352016850081381,781,95,681,35,7/17/14
352016850081381,781,93,681,35,7/17/14
352016850081381,1306,92,681,43,7/17/14
352016850081381,1948,92,681,57,7/17/14
352016850081381,2113,92,681,44,7/17/14
352016850081381,1914,91,681,32,7/17/14
352016850081381,1253,91,681,32,7/17/14
352016850081381,862,91,681,33,7/17/14
352016850081381,762,91,681,35,7/17/14
352016850081381,787,91,681,34,7/17/14
352016850081381,785,92,681,33,7/17/14
352016850081381,786,92,681,33,7/17/14
352016850081381,791,92,681,34,7/17/14
352016850081381,779,92,681,34,7/17/14
352016850081381,789,93,681,33,7/17/14
352016850081381,785,93,681,33,7/17/14
352016850081381,788,95,681,35,7/17/14
352016850081381,785,95,681,35,7/17/14
352016850081381,780,95,681,35,7/17/14
352016850081381,994,95,681,84,7/17/14
352016850081381,1562,93,681,30,7/17/14
352016850081381,1468,92,681,31,7/17/14
352016850081381,1727,92,681,36,7/17/14
352016850081381,784,83,167,36,7/8/14
352016850081381,780,83,167,36,7/8/14
352016850081381,785,83,167,36,7/8/14
352016850081381,785,83,167,36,7/8/14
352016850081381,787,83,167,36,7/8/14
352016850081381,784,83,167,36,7/8/14
352016850081381,777,83,167,36,7/8/14
352016850081381,775,83,167,36,7/8/14
352016850081381,787,83,167,36,7/8/14
352016850081381,781,83,167,36,7/8/14
352016850081381,778,83,167,36,7/8/14
352016850081381,783,83,167,36,7/8/14
352016850081381,781,83,167,36,7/8/14
352016850081381,787,83,167,36,7/8/14
352016850081381,784,83,167,36,7/8/14
352016850081381,784,83,167,35,7/8/14
352016850081381,786,83,167,36,7/8/14
352016850081381,784,83,167,35,7/8/14
352016850081381,782,83,167,35,7/8/14
352016850081381,781,85,167,35,7/8/14
352016850081381,783,85,167,35,7/8/14
352016850081381,777,85,167,36,7/8/14
352016850081381,784,85,167,35,7/8/14
352016850081381,780,85,167,35,7/8/14
352016850081381,776,85,167,35,7/8/14
352016850081381,790,85,167,35,7/8/14
352016850081381,777,85,167,36,7/8/14
352016850081381,785,85,167,36,7/8/14
352016850081381,778,85,167,36,7/8/14
352016850081381,782,86,167,36,7/8/14
352016850081381,2214,96,1444,98,7/9/14
352016850081381,2366,98,1444,48,7/9/14
352016850081381,2409,98,1444,84,7/9/14
352016850081381,2498,101,1444,79,7/9/14
352016850081381,2479,98,1444,94,7/9/14
352016850081381,2447,95,1444,63,7/9/14
352016850081381,2348,95,1444,30,7/9/14
352016850081381,2366,95,1444,60,7/9/14
352016850081381,2454,96,1444,53,7/9/14
352016850081381,2492,98,1444,55,7/9/14
352016850081381,2514,98,1444,73,7/9/14
352016850081381,2542,100,1444,68,7/9/14
352016850081381,2561,98,1444,80,7/9/14
352016850081381,2571,98,1444,68,7/9/14
352016850081381,2587,96,1444,45,7/9/14
352016850081381,2590,96,1444,66,7/9/14
352016850081381,2564,96,1444,66,7/9/14
352016850081381,2446,98,1444,44,7/9/14
352016850081381,2469,98,1444,41,7/9/14
352016850081381,2519,98,1444,80,7/9/14
352016850081381,2533,98,1444,69,7/9/14
352016850081381,2485,96,1444,65,7/9/14
352016850081381,2572,96,1444,29,7/9/14
352016850081381,2619,98,1444,82,7/9/14
352016850081381,2667,98,1444,71,7/9/14
352016850081381,2646,98,1444,35,7/9/14
352016850081381,2629,98,1444,68,7/9/14
352016850081381,2573,96,1444,86,7/9/14
352016850081381,2589,96,1444,74,7/9/14
352016850081381,2510,96,1444,89,7/9/14
352016850081381,2468,98,1444,27,7/9/14
352016850081381,2443,98,1444,35,7/9/14
352016850081381,2409,98,1444,62,7/9/14
352016850081381,2326,98,1444,28,7/9/14
352016850081381,2117,96,1444,40,7/9/14
352016850081381,2211,96,1444,32,7/9/14
352016850081381,2279,96,1444,65,7/9/14
352016850081381,2346,96,1444,62,7/9/14
352016850081381,2475,98,1444,76,7/9/14
352016850081381,2466,98,1444,51,7/9/14
352016850081381,2458,98,1444,34,7/9/14
352016850081381,2461,98,1444,82,7/9/14
352016850081381,2514,98,1444,68,7/9/14
352016850081381,2494,98,1444,66,7/9/14
352016850081381,2466,98,1444,27,7/9/14
352016850081381,2315,98,1444,28,7/9/14
352016850081381,2050,98,1444,28,7/9/14
352016850081381,2055,96,1444,98,7/9/14
352016850081381,2205,96,1444,98,7/9/14
352016850081381,-1,96,1444,98,7/9/14
352016850081381,2244,98,1444,86,7/9/14
352016850081381,2221,98,1444,40,7/9/14
352016850081381,2214,98,1444,71,7/9/14
352016850081381,2319,98,1444,29,7/9/14
352016850081381,2304,98,1444,77,7/9/14
352016850081381,2426,98,1444,57,7/9/14
352016850081381,2376,96,1444,33,7/9/14
352016850081381,2327,96,1444,70,7/9/14
352016850081381,2364,96,1444,37,7/9/14
352016850081381,2452,96,1444,64,7/9/14
352016850081381,2471,98,1444,82,7/9/14
352016850081381,2439,98,1444,75,7/9/14
352016850081381,2291,98,1444,64,7/9/14
352016850081381,2142,98,1444,34,7/9/14
352016850081381,2200,98,1444,79,7/9/14
352016850081381,2320,98,1444,96,7/9/14
352016850081381,2344,98,1444,70,7/9/14
352016850081381,2256,98,1444,28,7/9/14
352016850081381,2009,98,1444,28,7/9/14
352016850081381,1895,98,1444,28,7/9/14
352016850081381,1828,96,1444,29,7/9/14
352016850081381,1592,96,1421,30,7/9/14
352016850081381,1498,95,1252,33,7/9/14
352016850081381,1262,92,681,33,7/17/14
352016850081381,1445,91,681,68,7/17/14
352016850081381,1967,91,681,29,7/17/14
352016850081381,1399,89,681,33,7/17/14
352016850081381,869,89,681,64,7/17/14
352016850081381,1844,91,681,97,7/17/14
352016850081381,1913,91,681,98,7/17/14
352016850081381,1841,92,681,79,7/17/14
352016850081381,2025,92,681,37,7/17/14
352016850081381,2071,92,681,31,7/17/14
352016850081381,1999,92,681,29,7/17/14
352016850081381,2113,92,681,59,7/17/14
352016850081381,2251,92,681,34,7/17/14
352016850081381,2123,92,681,30,7/17/14
352016850081381,1997,92,681,30,7/17/14
352016850081381,1971,92,681,33,7/17/14
352016850081381,794,89,607,48,7/18/14
352016850081381,926,89,607,49,7/18/14
352016850081381,751,89,607,88,7/18/14
352016850081381,1122,89,607,55,7/18/14
352016850081381,1408,88,607,41,7/18/14
352016850081381,985,88,607,68,7/18/14
352016850081381,1557,88,607,50,7/18/14
352016850081381,960,88,607,39,7/18/14
352016850081381,1340,88,607,46,7/18/14
352016850081381,957,88,607,65,7/18/14
352016850081381,931,88,607,38,7/18/14
352016850081381,969,88,607,62,7/18/14
352016850081381,1569,88,607,44,7/18/14
352016850081381,894,88,607,95,7/18/14
352016850081381,1061,87,607,49,7/18/14
352016850081381,1045,88,607,53,7/18/14
352016850081381,908,88,607,29,7/18/14
352016850081381,774,73,202,80,7/18/14
352016850081381,957,73,202,43,7/18/14
352016850081381,947,73,202,35,7/18/14
352016850081381,1174,73,202,62,7/18/14
352016850081381,1040,73,202,45,7/18/14
352016850081381,739,74,202,95,7/18/14
352016850081381,975,75,202,83,7/18/14
352016850081381,1122,76,202,80,7/18/14
352016850081381,851,77,202,97,7/18/14
352016850081381,1179,77,202,54,7/18/14
352016850081381,882,78,202,61,7/18/14
352016850081381,755,79,202,53,7/18/14
352016850081381,736,80,202,56,7/18/14
352016850081381,800,80,202,53,7/18/14
352016850081381,783,81,202,91,7/18/14
352016850081381,794,82,202,60,7/18/14
352016850081381,803,83,202,53,7/18/14
352016850081381,787,83,202,53,7/18/14
352016850081381,776,85,202,77,7/18/14
352016850081381,782,85,202,79,7/18/14
352016850081381,829,86,202,65,7/18/14
352016850081381,787,86,202,52,7/18/14
352016850081381,790,86,202,52,7/18/14
352016850081381,867,87,202,54,7/18/14
352016850081381,1001,88,202,53,7/18/14
352016850081381,981,88,202,50,7/18/14
352016850081381,786,89,202,51,7/18/14
352016850081381,757,89,202,53,7/18/14
352016850081381,815,89,202,53,7/18/14
352016850081381,800,91,202,51,7/18/14
352016850081381,800,91,202,51,7/18/14
352016850081381,789,91,202,51,7/18/14
352016850081381,773,92,202,53,7/18/14
352016850081381,779,92,202,44,7/18/14
352016850081381,784,92,202,40,7/18/14
352016850081381,792,92,202,41,7/18/14
352016850081381,763,92,202,40,7/18/14
352016850081381,787,92,202,40,7/18/14
352016850081381,778,93,202,40,7/18/14
352016850081381,783,93,202,40,7/18/14
352016850081381,779,93,202,40,7/18/14
352016850081381,781,95,202,40,7/18/14
352016850081381,785,95,202,40,7/18/14
352016850081381,785,95,202,41,7/18/14
352016850081381,786,93,202,40,7/18/14
352016850081381,783,92,202,39,7/18/14
352016850081381,786,89,202,39,7/18/14
352016850081381,784,88,202,39,7/18/14
352016850081381,784,87,202,39,7/18/14
352016850081381,783,86,202,39,7/18/14
352016850081381,780,86,202,39,7/18/14
352016850081381,781,86,202,39,7/18/14
352016850081381,778,86,202,39,7/18/14
352016850081381,780,86,202,39,7/18/14
352016850081381,784,86,202,39,7/18/14
352016850081381,778,86,202,40,7/18/14
352016850081381,785,87,202,39,7/18/14
352016850081381,782,87,202,39,7/18/14
352016850081381,786,88,202,39,7/18/14
352016850081381,779,88,202,39,7/18/14
352016850081381,781,89,202,39,7/18/14
352016850081381,779,89,202,39,7/18/14
352016850081381,787,89,202,39,7/18/14
352016850081381,786,89,202,40,7/18/14
352016850081381,770,91,202,40,7/18/14
352016850081381,2133,88,174,81,7/19/14
352016850081381,2226,88,174,64,7/19/14
352016850081381,2304,88,174,31,7/19/14
352016850081381,2277,88,174,53,7/19/14
352016850081381,2175,88,174,80,7/19/14
352016850081381,2130,88,174,84,7/19/14
352016850081381,2087,88,174,83,7/19/14
352016850081381,2127,88,174,78,7/19/14
352016850081381,2146,88,174,84,7/19/14
352016850081381,2150,88,174,71,7/19/14
352016850081381,1701,100,173,78,7/1/14
352016850081381,2364,100,173,40,7/1/14
352016850081381,2183,100,173,48,7/1/14
352016850081381,2151,98,173,31,7/1/14
352016850081381,1947,98,173,34,7/1/14
352016850081381,1863,98,173,29,7/1/14
352016850081381,1928,98,173,46,7/1/14
352016850081381,1995,98,173,28,7/1/14
352016850081381,1725,98,173,98,7/1/14
352016850081381,1864,98,173,53,7/1/14
352016850081381,1984,98,173,32,7/1/14
352016850081381,1960,96,173,29,7/1/14
352016850081381,1134,96,173,32,7/1/14
352016850081381,834,96,173,33,7/1/14
352016850081381,781,96,173,33,7/1/14
352016850081381,776,96,173,33,7/1/14
352016850081381,787,96,173,33,7/1/14
352016850081381,786,96,173,33,7/1/14
352016850081381,1187,96,173,33,7/1/14
352016850081381,1624,98,173,98,7/1/14
352016850081381,1758,98,173,48,7/1/14
352016850081381,-1,98,173,48,7/1/14
352016850081381,2073,100,173,29,7/1/14
352016850081381,2029,100,173,98,7/1/14
352016850081381,2231,100,173,39,7/1/14
352016850081381,2172,100,173,28,7/1/14
352016850081381,2113,100,173,28,7/1/14
352016850081381,2175,100,173,27,7/1/14
352016850081381,2142,100,173,28,7/1/14
352016850081381,2094,98,173,28,7/1/14
352016850081381,1986,98,173,41,7/1/14
352016850081381,1715,98,173,53,7/1/14
352016850081381,2303,98,173,67,7/1/14
352016850081381,2135,98,173,98,7/1/14
352016850081381,2249,98,173,29,7/1/14
352016850081381,1422,98,173,32,7/1/14
352016850081381,820,98,173,33,7/1/14
352016850081381,786,98,173,33,7/1/14
352016850081381,797,98,173,51,7/1/14
352016850081381,1184,98,173,34,7/1/14
352016850081381,1562,98,173,57,7/1/14
352016850081381,1816,100,173,98,7/1/14
352016850081381,1065,100,173,32,7/1/14
352016850081381,981,101,173,37,7/1/14
352016850081381,904,101,173,46,7/1/14
352016850081381,825,101,173,39,7/1/14
352016850081381,845,102,173,46,7/1/14
352016850081381,801,102,173,36,7/1/14
352016850081381,777,104,173,42,7/1/14
352016850081381,1162,104,173,38,7/1/14
352016850081381,888,105,173,87,7/1/14
352016850081381,1514,105,173,92,7/1/14
352016850081381,2016,105,173,42,7/1/14
352016850081381,2142,106,173,53,7/1/14
352016850081381,-1,106,173,53,7/1/14
352016850081381,2089,106,173,52,7/1/14
352016850081381,1843,105,173,29,7/1/14
352016850081381,1583,105,173,72,7/1/14
352016850081381,2315,105,173,62,7/1/14
352016850081381,1823,105,173,98,7/1/14
352016850081381,2011,104,173,98,7/1/14
352016850081381,2325,104,173,60,7/1/14
352016850081381,1333,104,173,33,7/1/14
352016850081381,761,104,173,34,7/1/14
352016850081381,789,104,173,33,7/1/14
352016850081381,789,104,173,33,7/1/14
352016850081381,788,104,173,33,7/1/14
352016850081381,784,105,173,33,7/1/14
352016850081381,782,105,173,33,7/1/14
352016850081381,762,105,173,98,7/1/14
352016850081381,2080,106,173,98,7/1/14
352016850081381,2064,106,173,98,7/1/14
352016850081381,2065,106,173,33,7/1/14
352016850081381,2181,106,173,28,7/1/14
352016850081381,2115,106,173,92,7/1/14
352016850081381,2295,105,173,74,7/1/14
352016850081381,2073,105,173,98,7/1/14
352016850081381,1357,53,160,98,7/4/14
352016850081381,2090,54,160,84,7/4/14
352016850081381,2052,55,160,22,7/4/14
352016850081381,1378,56,160,30,7/4/14
352016850081381,1088,56,160,33,7/4/14
352016850081381,1711,58,160,98,7/4/14
352016850081381,2130,58,160,98,7/4/14
352016850081381,1725,58,160,98,7/4/14
352016850081381,1863,61,160,26,7/4/14
352016850081381,1833,62,160,25,7/4/14
352016850081381,1387,95,1252,32,7/9/14
352016850081381,1424,95,1252,93,7/9/14
352016850081381,1558,95,1252,59,7/9/14
352016850081381,1621,96,1252,43,7/9/14
352016850081381,1632,101,477,40,7/11/14
352016850081381,1063,102,477,35,7/11/14
352016850081381,963,102,477,44,7/11/14
352016850081381,891,102,477,36,7/11/14
352016850081381,1606,104,477,64,7/11/14
352016850081381,1874,104,477,31,7/11/14
352016850081381,1257,104,477,51,7/11/14
352016850081381,1095,104,477,53,7/11/14
352016850081381,1823,104,477,31,7/11/14
352016850081381,1795,104,477,37,7/11/14
352016850081381,1424,104,477,35,7/11/14
352016850081381,1111,104,477,33,7/11/14
352016850081381,963,104,477,52,7/11/14
352016850081381,878,104,477,35,7/11/14
352016850081381,798,104,477,33,7/11/14
352016850081381,748,105,477,79,7/11/14
352016850081381,807,105,477,37,7/11/14
352016850081381,1333,105,477,33,7/11/14
352016850081381,944,106,477,32,7/11/14
352016850081381,824,106,477,44,7/11/14
352016850081381,982,106,477,54,7/11/14
